,EX.UL,OLI.1,AST,OPC,EX.DL1,IN.VIP,EX.DL2,IN-PV,EX.NRGN,OLI.2,MGL,IN.SST,EX.NRG1,IN.SV2C,EX.DL3,END/PER,EX.DL4
AL589740.1,0.003382453,-0.260513144,1.274177551,0.802453384,-0.16610811,0.391304105,-0.228275538,-0.589762826,-0.575885,-0.279179901,-0.527070648,-0.510260297,-0.41181551,-0.513385382,-0.254992274,-0.55558032,-0.589655522
ID2,0.117175452,-0.379331272,0.409051169,-0.252486953,0.208042404,-0.235864587,0.349820322,-0.335541888,0.375316487,-0.392325051,-0.079272187,-0.378640393,0.426593329,0.700206668,-0.073706489,-0.165715788,-0.361747644
AC120193.1,0.315521936,-0.370866177,-0.377121505,-0.367005615,0.18821627,-0.298538709,0.538412022,0.312822864,-0.245149229,-0.37240549,0.989182361,-0.243185499,0.507432649,-0.351795587,0.673460317,-0.339789519,0.469627918
TAGLN3,0.294662343,-0.451426911,-0.461807987,-0.338228049,0.424694636,-0.03830894,0.578367879,0.079732088,0.844954361,-0.528570298,-0.444699848,0.035179419,0.433495959,0.182397555,0.281260933,-0.394343819,0.471759173
AC060765.2,0.012046979,-0.281756773,-0.262922511,-0.276369086,0.466033258,-0.256668049,2.032466179,-0.238506574,-0.216929058,-0.282852375,-0.269403031,-0.259389917,0.712118767,-0.257595446,0.165242716,-0.275316492,-0.232697418
IL1RAP,-0.011030299,-0.354721187,-0.32942544,1.090624836,0.513805974,-0.008913136,0.188347546,0.27629142,-0.300801958,-0.355972713,0.349814112,-0.279009241,-0.303620252,0.208477203,-0.018915673,-0.271374516,-0.211827337
SGCD,0.398276357,-0.364707089,0.816217257,0.815567501,-0.284061912,-0.225566275,-0.462233156,-0.295223717,-0.654434115,-0.416510836,-0.628867555,-0.282696975,-0.072614567,-0.110858319,0.099273605,-0.574172316,0.47413702
RXFP1,-0.096290235,-0.348447408,-0.342901444,-0.338347458,1.123898229,-0.287200287,1.373600228,-0.252890221,-0.10264541,-0.353372318,-0.337817851,-0.324654251,1.390818171,-0.179635856,1.267662556,-0.309397826,0.014618593
ATP6V1B2,0.172037342,-0.408488478,-0.412267236,-0.360510362,0.328081461,-0.016674432,0.430479565,0.211222602,0.98564137,-0.440958104,-0.140399482,0.152760132,0.321230652,0.186174911,0.167929017,-0.334419385,0.14384595
TUBB3,0.114156588,-0.392617266,-0.306719289,-0.319291302,0.145191528,0.07971945,0.380613749,0.30624388,1.164156197,-0.403284274,-0.375760625,0.114369329,0.256281227,0.006696857,0.241472211,-0.27241504,0.335428419
NYAP2,0.137420354,-0.380144864,-0.377799333,-0.374858771,0.331605829,0.573315344,0.892661052,0.052261737,-0.325719026,-0.380379669,-0.365652788,-0.080246915,-0.176379094,1.638724343,0.180324296,-0.352030503,1.323598121
ATP1A1,0.208962001,-0.379862597,-0.540507761,-0.171394962,0.172102132,0.033278762,0.325755337,0.34409629,1.168371875,-0.311275247,-0.437678131,-0.0432061,0.178059483,0.181380576,0.235628114,-0.280257151,0.089002527
PLCB4,0.274636826,-0.41037373,-0.354841015,0.386162367,-0.019798692,0.561599832,-0.192976422,-0.103114544,-0.264059851,-0.411495845,-0.392620625,0.121627497,0.168224845,0.325684724,0.970495125,1.635334608,-0.188139575
MT-ND2,0.269368335,-0.200392535,-0.289581,-0.552605683,0.241499664,-0.042446769,0.36816743,0.157985143,0.52539387,-0.561613142,-0.383394025,0.002042734,0.424050786,0.080051469,0.303711718,0.024231246,0.031635012
PIP5K1B,0.218535215,-0.413920245,-0.182064302,-0.043851246,-0.129872888,0.294539791,-0.148327188,0.509356276,-0.262804819,-0.418974774,0.113736831,0.850200248,-0.363564665,1.409801066,-0.208905714,0.077069209,-0.364427023
